id,poj_unicode,poj_input,kip_unicode,kip_input,abbreviations,noun_classifiers,reduplication,hoabun,english,synonym,cf,page_number,poj_normalized
14096,jī-chhiáⁿ,ji7-chhiann2,jī-tshiánn,ji7-tshiann2,Ccl,,,而且,"(follows cl introduced by ""not only"": but also",,,116,ji-chhia
14097,jī-gán,ji7-gan2,jī-gán,ji7-gan2,N,,,字眼,"vocabulary, selection of words (used in writing or speaking)",,,116,ji-gan
14098,jī-ge̍h,ji7-geh8,jī-ge̍h,ji7-geh8,Nt,,,貳月,February,,,116,ji-geh
14099,jī-ge̍h,ji7-geh8,jī-ge̍h,ji7-geh8,Nt,,,貳月,2nd month of lunar calendar,,,116,ji-geh
14100,jī-gī,ji7-gi7,jī-gī,ji7-gi7,N,,,字義,meaning of a word,,,116,ji-gi
14101,jī-goe̍h,ji7-goeh8,jī-gue̍h,ji7-gueh8,Nt,,,二月,February,,,116,ji-goeh
14102,jī-goe̍h,ji7-goeh8,jī-gue̍h,ji7-gueh8,Nt,,,二月,2nd month of lunar calendar,,,116,ji-goeh
14103,jī-hêng,ji7-heng5,jī-hîng,ji7-hing5,N,,,字形,"type-face, style of characters or letters",,,116,ji-heng
14104,jī-hiaⁿ,ji7-hiann,jī-hiann,ji7-hiann,Na,,,二哥,second elder brother,,,116,ji-hia
14105,jī-hō,ji7-ho7,jī-hō,ji7-ho7,N,,,字號,trade name,,,116,ji-ho
14106,jī-im,ji7-im,jī-im,ji7-im,N,,,字音,reading pronunciation of a character,,,116,ji-im
14107,jī-iông-hòa-thòaⁿ,ji7-iong5-hoa3-thoann3,jī-iông-huà-thuànn,ji7-iong5-hua3-thuann3,N/Chem,,,二氧化碳,"carbon dioxide, CO2",,,116,ji-iong-hoa-thoa
14108,jī-iūⁿ,ji7-iunn7,jī-iūnn,ji7-iunn7,N,,,書法,handwriting or typeface style,,,116,ji-iu
14109,jī-káu-mê/mî,ji7-kau2-me5/mi5,jī-káu-mê/mî,ji7-kau2-me5/mi5,Nt,,,除夕,eve of the lunar New Year,,,116,ji-kau-me/mi
14110,jī-kù,ji7-ku3,jī-kù,ji7-ku3,N,kú,,句子,sentence,,,116,ji-ku
14111,jī-nn̂g,ji7-nng5,jī-nn̂g,ji7-nng5,N,,,脂肪層,layer of fat between the skin and the flesh,,,116,ji-nn̂g
14112,jī-ōe,ji7-oe7,jī-uē,ji7-ue7,N,,,字畫,(one's) art of calligraphy,,,116,ji-oe
14113,jī-pêng/pō͘,ji7-peng5/poo7,jī-pîng/pōo,ji7-ping5/poo7,N,,,部首,radical (of a Chinese character),,,116,ji-peng/po
14114,jī-phō͘,ji7-phoo7,jī-phōo,ji7-phoo7,N,pùn,,習字簿,copy book for practicing the writing of Chinese characters,,,116,ji-pho
14115,jī-sèⁿ/sìⁿ,ji7-senn3/sinn3,jī-sènn/sìnn,ji7-senn3/sinn3,N,,,姓,surname,,,116,ji-se/si
14116,jī-sek-tê-phīⁿ-hok,ji7-sek-te5-phinn7-hok,jī-sik-tê-phīnn-hok,ji7-sik-te5-phinn7-hok,N/Zool,chiah,,二色蹄鼻蝠,"Indian bicolored horseshoe (leafnosed?) bat, Hipposideros (?) bicolor fulvus",,,116,ji-sek-te-phi-hok
14117,jī-só͘,ji7-soo2,jī-sóo,ji7-soo2,Na,,,二嫂,"sister-in-law, wife of second eldest brother",,,116,ji-so
14118,jī-sò͘,ji7-soo3,jī-sòo,ji7-soo3,N,,,字數,total number of (Chinese) characters or logograms,,,116,ji-so
14119,jī-téng pīⁿ-pâng,ji7-teng2 pinn7-pang5,jī-tíng pīnn-pâng,ji7-ting2 pinn7-pang5,N,,,二等病房,Hosp keng: semi-private ward,,,116,ji-teng pi-pang
14120,jī-tián,ji7-tian2,jī-tián,ji7-tian2,N,,,字典,"dictionary (which defines each individual character, cf su5-tian3)",,,116,ji-tian
14121,jī-tián,ji7-tian2,jī-tián,ji7-tian2,N,,,字典,dictionary (general),,,116,ji-tian
14122,jī-thiap,ji7-thiap,jī-thiap,ji7-thiap,N,,,字帖,book containing copies of a famous person's handwriting intended as models to be imitated,,,116,ji-thiap
14123,jī-ūi,ji7-ui7,jī-uī,ji7-ui7,N,,,字畫,(one's) art of calligraphy,,,116,ji-ui
14124,jī-ūn,ji7-un7,jī-ūn,ji7-un7,N,,,命運,one's fate or fortune (good or bad),,,116,ji-un
14125,jíⁿ-bo̍k,jinn2-bok8,jínn-bo̍k,jinn2-bok8,N/R,,,耳目,ears and eyes,,,116,ji-bok
14126,jia,jia,jia,jia,V,,,遮,shade or shelter (from the sun),,,116,jia
14127,jia,jia,jia,jia,V,,,遮,"cover (food, to protect from flies, etc)",,,116,jia
14128,jia,jia,jia,jia,V,,,遮,keep (a matter) hidden,,,116,jia
14129,jia-cha̍h,jia-chah8,jia-tsa̍h,jia-tsah8,V,,,擋開,"ward off (blow, trouble)",,,116,jia-chah
14130,jia-cha̍h,jia-chah8,jia-tsa̍h,jia-tsah8,V,,,擋住,intercept (a view),,,116,jia-chah
14131,jia-iûⁿ,jia-iunn5,jia-iûnn,jia-iunn5,N,,,帆布篷,awning or other temporary shelter extended over the sidewalk in front of one's property,,,116,jia-iu
14132,jia-ji̍t,jia-jit8,jia-ji̍t,jia-jit8,VO,,,遮日,shade from the sun,,,116,jia-jit
14133,jia-khàm,jia-kham3,jia-khàm,jia-kham3,V,,,隱藏,"cover up, conceal",,,116,jia-kham
14134,jia ńg,jia ng2,jia ńg,jia ng2,V,,,遮蔽,"give shade, shade",,,116,jia ng
14135,jia-pè,jia-pe3,jia-pè,jia-pe3,V,,,遮蔽,shade,,,116,jia-pe
14136,jia-thiⁿ,jia-thinn,jia-thinn,jia-thinn,VO,,,遮天,"cover the sky (clouds, swarms of insects, etc)",,,116,jia-thi
14137,jiá,jia2,jiá,jia2,V,,,惹,"bring about or cause (anger, calamity), provoke (anger)",,,116,jia
14138,jiá-sū,jia2-su7,jiá-sū,jia2-su7,VO,,,惹事,cause trouble,,,116,jia-su
14139,jiah,jiah,jiah,jiah,M/N,,,跡,"mark, scar, trace",,,116,jiah
14140,Jiám,Jiam2,Jiám,Jiam2,V,,,染,acquire (bad habit),,,116,Jiam
14141,Jiám,Jiam2,Jiám,Jiam2,V,,,染,catch (a disease),,,116,Jiam
14142,jiám,jiam2,jiám,jiam2,V,,,染,infect (another person),,,116,jiam
14143,jiám-sek-thé,jiam2-sek-the2,jiám-sik-thé,jiam2-sik-the2,N/Med,,,染色體,chromosome,,,116,jiam-sek-the
14144,jián-chhì,jian2-chhi3,jián-tshì,jian2-tshi3,N/Ent,chiah,,燃翅目,"twisted-winged insect, stylops, insects of the order Strepsiptera",,,116,jian-chhi
14145,jiân-āu,jian5-au7,jiân-āu,jian5-au7,Ccl,,,然後,"(indicates succession in time): afterwards, then, and then",,,116,jian-au
14146,jiân-liāu,jian5-liau7,jiân-liāu,jian5-liau7,N,,,燃料,fuel,,,116,jian-liau
14147,jiáng,jiang2,jiáng,jiang2,V,,,嚷,"shout aloud, bawl (angry person)",,,116,jiang
14148,jia̍t,jiat8,jia̍t,jiat8,SV,,jia̍t-jia̍t/jia̍t-jia̍t-jia̍t,熱,"<jiat8-hong7-hong7, jiat8-kun2-kun2>: hot boiling, feverish",,,116,jiat
14149,jia̍t,jiat8,jia̍t,jiat8,SV,,,熱,"<jiat8-chhih-chhih, jiat8-kun2-kun2, jiat8-phok-phok>: excited, hot, zealous",,,116,jiat
14150,jia̍t,jiat8,jia̍t,jiat8,N,,,熱,fever,,,116,jiat
14151,jia̍t-ài,jiat8-ai3,jia̍t-ài,jiat8-ai3,V,,,熱愛,"love fervently (country, family, literature, music)",,,116,jiat-ai
14152,jia̍t-ba̍k,jiat8-bak8,jia̍t-ba̍k,jiat8-bak8,N,,,眼睛紅腫,inflamed eyes,,,116,jiat-bak
14153,jia̍t-bōng,jiat8-bong7,jia̍t-bōng,jiat8-bong7,N,,,熱望,"aspiration, fervent hope, longing",,,116,jiat-bong
14154,jia̍t-bú,jiat8-bu2,jia̍t-bú,jiat8-bu2,N,,,熱舞,impassioned dance,,,116,jiat-bu
14155,jia̍t-chèng,jiat8-cheng3,jia̍t-tsìng,jiat8-tsing3,N,,,熱症,fever,,,116,jiat-cheng
14156,jia̍t-chêng,jiat8-cheng5,jia̍t-tsîng,jiat8-tsing5,SV,,,熱情,"ardent, passionate, zealous",,,116,jiat-cheng
14157,jia̍t-chêng,jiat8-cheng5,jia̍t-tsîng,jiat8-tsing5,N,,,熱情,"ardor, passion, zeal (of persons, cf jiat8-liat8)",,,116,jiat-cheng
14158,jia̍t-chì,jiat8-chi3,jia̍t-tsì,jiat8-tsi3,N,,,熱心,zeal,,,116,jiat-chi
14159,jia̍t-chiàn,jiat8-chian3,jia̍t-tsiàn,jiat8-tsian3,N,,,熱戰,"hot war, actual war (cf leng3-chian2)",,,116,jiat-chian
14160,jia̍t-chhiat,jiat8-chhiat,jia̍t-tshiat,jiat8-tshiat,SV,,,誠摯,"earnest (hope), warm (welcome)",,,116,jiat-chhiat
14161,jia̍t-hiat,jiat8-hiat,jia̍t-hiat,jiat8-hiat,N,,,熱血,"fearless spirit, zeal",,,116,jiat-hiat
14162,jia̍t-ì,jiat8-i3,jia̍t-ì,jiat8-i3,N,,,熱情,enthusiasm,,,116,jiat-i
14163,jia̍t-kông,jiat8-kong5,jia̍t-kông,jiat8-kong5,N,,,狂熱,"delirium, frenzy, mania, rage, wild excitement",,,116,jiat-kong
14164,jia̍t-khì,jiat8-khi3,jia̍t-khì,jiat8-khi3,N,,,熱氣,hot principle or humor in the constitution,,,116,jiat-khi
14165,jia̍t-khì,jiat8-khi3,jia̍t-khì,jiat8-khi3,N,,,熱氣,hot air,,,116,jiat-khi
14166,jia̍t-le̍k,jiat8-lek8,jia̍t-li̍k,jiat8-lik8,N,,,熱力,heat (  as a form of power),,,116,jiat-lek
14167,jia̍t-lêng,jiat8-leng5,jia̍t-lîng,jiat8-ling5,N,,,熱能,"potential heat energy (measured in calories, cf jiat8-liong7)",,,116,jiat-leng
14168,jia̍t-lia̍t,jiat8-liat8,jia̍t-lia̍t,jiat8-liat8,SV,,,熱烈,"ardent, fervent, passionate, vehement",,,116,jiat-liat
14169,jia̍t-lia̍t,jiat8-liat8,jia̍t-lia̍t,jiat8-liat8,N,,,熱烈,"ardor, fervor, passion (cf abstract qualities, cf jiat8-cheng5)",,,116,jiat-liat
14170,jia̍t-liōng,jiat8-liong7,jia̍t-liōng,jiat8-liong7,N,,,熱量,"kinetic heat energy (measured in calories, cf jiat8-leng5, khah8)",,,116,jiat-liong
14171,jia̍t-loân,jiat8-loan5,jia̍t-luân,jiat8-luan5,V,,,熱戀,love passionately,,,116,jiat-loan
14172,jia̍t-loân,jiat8-loan5,jia̍t-luân,jiat8-luan5,N,,,熱戀,passionate love,,,116,jiat-loan
14173,jia̍t-pēⁿ,jiat8-penn7,jia̍t-pēnn,jiat8-penn7,N,,,熱病,fever,,,116,jiat-pe
14174,jia̍t-sêng,jiat8-seng5,jia̍t-sîng,jiat8-sing5,SV,,,熱誠,"ardent, earnest, zealous",,,116,jiat-seng
14175,jia̍t-sêng,jiat8-seng5,jia̍t-sîng,jiat8-sing5,N,,,熱誠,"ardor, earnestness, zeal",,,116,jiat-seng
14176,jia̍t-sim,jiat8-sim,jia̍t-sim,jiat8-sim,SV,,,熱心,"eager, enthusiastic",,,116,jiat-sim
14177,jia̍t-sim,jiat8-sim,jia̍t-sim,jiat8-sim,N,,,熱心,"eagerness, enthusiasm",,,116,jiat-sim
14178,jia̍t-tài,jiat8-tai3,jia̍t-tài,jiat8-tai3,Np,,,熱帶,"the tropical zone, the tropics (cf a-jiat8-tai2, han5-tai2)",,,116,jiat-tai
14179,jia̍t-tài-ka-bûn,jiat8-tai3-ka-bun5,jia̍t-tài-ka-bûn,jiat8-tai3-ka-bun5,N/Ent,chiah,,熱帶家蚊,"southern house mosquito, Culex quinquefasciatus",,,116,jiat-tai-ka-bun
14180,jia̍t-tài-kó-bûn,jiat8-tai3-ko2-bun5,jia̍t-tài-kó-bûn,jiat8-tai3-ko2-bun5,N/Ent,chiah,,熱帶縞紋,"yellow-fever mosquito, Stegomyia aegypti",,,116,jiat-tai-ko-bun
14181,jia̍t-tàiⁿ,jiat8-tainn3,jia̍t-tàinn,jiat8-tainn3,N,,,熱鍋,hot pan (cooking),,,116,jiat-tai
14182,jia̍t-tō͘,jiat8-too7,jia̍t-tōo,jiat8-too7,N,,,熱度,"temperature, degree of warmth",,,116,jiat-to
14183,jiáu,jiau2,jiáu,jiau2,V,,,擾,"annoy, disturb, trouble",,,116,jiau
14184,jiáu,jiau2,jiáu,jiau2,V,,,擾,be in an excited state,,,116,jiau
14185,jiáu,jiau2,jiáu,jiau2,N,,,爪,"claws (animals, bird)",,,116,jiau
14186,jiáu-loān,jiau2-loan7,jiáu-luān,jiau2-luan7,N,ê,,爪牙,"agent (who does the dirty work), informer, hatchet man, minion",,,116,jiau-loan
14187,jiáu-oa-giâm-mô͘-thâng,jiau2-oa-giam5-moo5-thang5,jiáu-ua-giâm-môo-thâng,jiau2-ua-giam5-moo5-thang5,N/Ent,chiah,,爪哇閰磨蟲,"a predaceous insect use to control the banana corn-borer weevil, Plaesius javanus",,,116,jiau-oa-giam-mo-thang
14188,jiáu-oa-n̂g-kha-o͘-nn̄g-phang,jiau2-oa-ng5-kha-oo-nng7-phang,jiáu-ua-n̂g-kha-oo-nn̄g-phang,jiau2-ua-ng5-kha-oo-nng7-phang,N/Ent,chiah,,爪哇黃腳黑卵蜂,"an insect used to control two sugaar-cane moths, Phanurus beneficiens",,,116,jiau-oa-n̂g-kha-o-nn̄g-phang
14189,jiáu-oa-sip-chhì-hok,jiau2-oa-sip-chhi3-hok,jiáu-ua-sip-tshì-hok,jiau2-ua-sip-tshi3-hok,N/Zool,chiah,,爪哇折翅蝠,"Javanese long-winged bat, dark brown, long-winged bat, Miniopterus schreibersii bllepotis",,,116,jiau-oa-sip-chhi-hok
14190,jiáu-tōng,jiau2-tong7,jiáu-tōng,jiau2-tong7,V,,,挑撥,"agitate, stir up",,,117,jiau-tong
14191,jiàu,jiau3,jiàu,jiau3,V,,,,"claw, scratch",,,117,jiau
14192,jiâu,jiau5,jiâu,jiau5,V,,,皺,"crumple, wrinkle",,,117,jiau
14193,jiâu,jiau5,jiâu,jiau5,SV,,,皺,"be crumpled, be wrinkled",,,117,jiau
14194,jiâu,jiau5,jiâu,jiau5,V,,,饒,spare (life),,,117,jiau
14195,jiâu-á,jiau5-a2,jiâu-á,jiau5-a2,N,bé,,灰海荷魚昷,"silver anchovy, Spratelloides gracilis",,,117,jiau-a
14196,jiâu-hûn,jiau5-hun5,jiâu-hûn,jiau5-hun5,N,,,,"(unwanted) crease, wrinkle",,,117,jiau-hun
14197,jiâu-jū,jiau5-ju7,jiâu-jū,jiau5-ju7,SV,,,,"rich, wealthy",,,117,jiau-ju
14198,jiâu-phīⁿ-hok,jiau5-phinn7-hok,jiâu-phīnn-hok,jiau5-phinn7-hok,N/Zool,chiah,,皺鼻蝠,"eastern free-tailed bat, eastern wrinkle-lipped bat, Tadarida teniotis insignis",,,117,jiau-phi-hok
14199,ji̍h,jih8,ji̍h,jih8,V,,,壓,"press down, crush",,,117,jih
14200,ji̍h,jih8,ji̍h,jih8,V,,,按,press gently (as s doctor),,,117,jih
14201,ji̍h,jih8,ji̍h,jih8,V,,,彈,"play (accordion, organ)",,,117,jih
14202,ji̍h,jih8,ji̍h,jih8,V,,,迫,press (someone to do sthg),,,117,jih
14203,ji̍h-taiù,jih8-taiu3,ji̍h-tàiu,jih8-taiu3,V,,,上吊,"strangle oneself, hang oneself",,,117,jih-taiu
14204,jím,jim2,jím,jim2,V,,,忍,"bear, endure",,,117,jim
14205,jím-khì thun-siaⁿ,jim2-khi3 thun-siann,jím-khì thun-siann,jim2-khi3 thun-siann,have a posotion as a teacher,,,忍氣吞聲,"repress one's feeling, suffer in silence",,,117,jim-khi thun-sia
14206,jím-nāi,jim2-nai7,jím-nāi,jim2-nai7,V,,,忍耐,bear patiently,,,117,jim-nai
14207,jím-sim,jim2-sim,jím-sim,jim2-sim,Pmod,,,忍心,"hard-heatedly, unfeelingly",,,117,jim-sim
14208,jím-siū,jim2-siu7,jím-siū,jim2-siu7,V,,,忍受,endure patiently,,,117,jim-siu
14209,jím-tang-tîn,jim2-tang-tin5,jím-tang-tîn,jim2-tang-tin5,N,châng,,毛金銀花,"downy Japanese honeysuckle, Lonicera japonica",,,117,jim-tang-tin
14210,jîm,jim5,jîm,jim5,N,,,壬,ninth character in the series thian-kan,,,117,jim
14211,jîm,jim5,jîm,jim5,N/Nu Ord,,,壬,"""I"" in lists (A, B, C, etc)",,,117,jim
14212,jîm,jim5,jîm,jim5,V,,,掏拿,feel ( in a hole or pocket) for (sthg),,,117,jim
14213,jîm,jim5,jîm,jim5,V,,,掏拿,take out (of a hole or pocket),,,117,jim
14214,jīm,jim7,jīm,jim7,M,,,任,term (of office),,,117,jim
14215,jīm,jim7,jīm,jim7,CV,,,任,"as (one) pleases, as (one) wishes",,,117,jim
14216,jīm,jim7,jīm,jim7,Ccl,,,任,(introduces the first clauses in a construction which puts limits on one's actions or ability): no matter now…(cannot…),,,117,jim
14217,jīm-bat,jim7-bat,jīm-bat,jim7-bat,V,,,認識,"know (a person), understand ( a situation)",,,117,jim-bat
14218,jīm-bat,jim7-bat,jīm-bat,jim7-bat,N,,,認識,"understanding, recognition",,,117,jim-bat
14219,jīm-bēng,jim7-beng7,jīm-bīng,jim7-bing7,VO,,,任命,appoint ( to office),,,117,jim-beng
14220,jīm-bēng,jim7-beng7,jīm-bīng,jim7-bing7,N,,,任命,appointment (to office),,,117,jim-beng
14221,jīm-bū,jim7-bu7,jīm-bū,jim7-bu7,N,,,任務,"official duty, mission",,,117,jim-bu
14222,jīm-chêng,jim7-cheng5,jīm-tsîng,jim7-tsing5,Pmod,,,盡情,in accordance with one's desires or passions,,,117,jim-cheng
14223,jīm-chit,jim7-chit,jīm-tsit,jim7-tsit,VO,,,任職,appoint to office,,,117,jim-chit
14224,jīm-ēng,jim7-eng7,jīm-īng,jim7-ing7,V,,,任用,employ,,,117,jim-eng
14225,jīm-hô,jim7-ho5,jīm-hô,jim7-ho5,Det,,,任何,any,,,117,jim-ho
14226,jīm-ì,jim7-i3,jīm-ì,jim7-i3,Pmod,,,任意,as (one) pleases,,,117,jim-i
14227,jīm-iōng,jim7-iong7,jīm-iōng,jim7-iong7,V/R,,,任用,employ,,,117,jim-iong
14228,jīm-kàu,jim7-kau3,jīm-kàu,jim7-kau3,VO,,,任教,have a position as a teacher,,,117,jim-kau
14229,jīm-kî,jim7-ki5,jīm-kî,jim7-ki5,Nt,,,任期,term of office,,,117,jim-ki
14230,jīm-khó͘,jim7-khoo2,jīm-khóo,jim7-khoo2,V,,,認可,"authorize, sanction",,,117,jim-kho
14231,jīm-khó͘,jim7-khoo2,jīm-khóo,jim7-khoo2,N,,,認可,authorization,,,117,jim-kho
14232,jīm-miā,jim7-mia7,jīm-miā,jim7-mia7,VO,,,認命,"accept one's lot, submit to fate",,,117,jim-mia
14233,jīm-sek,jim7-sek,jīm-sik,jim7-sik,V,,,認識,"know (a person), understand (a situation)",,,117,jim-sek
14234,jīm-sek,jim7-sek,jīm-sik,jim7-sik,N,,,認識,understanding,,,117,jim-sek
14235,jīm-sèng,jim7-seng3,jīm-sìng,jim7-sing3,SV,,,任性,"headstrong, wilful",,,117,jim-seng
14236,jīm-sin-sò͘,jim7-sin-soo3,jīm-sin-sòo,jim7-sin-soo3,N/Med,,,妊娠素,profesterone,,,117,jim-sin-so
14237,jīm-tē/tōe,jim7-te7/toe7,jīm-tē/tuē,jim7-te7/tue7,N,,,任所,"one's post, the location of one's place of responsibility",,,117,jim-te/toe
14238,jīm-tēng/tiāⁿ,jim7-teng7/tiann7,jīm-tīng/tiānn,jim7-ting7/tiann7,V,,,認定,"authorize, recognize, acknowledge",,,117,jim-teng/tia
14239,jīm-tēng/tiāⁿ,jim7-teng7/tiann7,jīm-tīng/tiānn,jim7-ting7/tiann7,N,,,認定,"authorization, recognition, acknowledgement",,,117,jim-teng/tia
14240,jîn,jin5,jîn,jin5,N/R,,,人,"man, person",,,117,jin
14241,jîn,jin5,jîn,jin5,N,,,仁,"benevolence, kindness",,,117,jin
14242,jîn,jin5,jîn,jin5,N,,,仁,"kernel, yolk, ball(eye)",,,117,jin
14243,jîn-ài,jin5-ai3,jîn-ài,jin5-ai3,SV,,,仁愛,"kind, loving",,,117,jin-ai
14244,jîn-ài,jin5-ai3,jîn-ài,jin5-ai3,N,,,仁愛,"kindness, love",,,117,jin-ai
14245,jîn-bēng,jin5-beng7,jîn-bīng,jin5-bing7,N,,,人命,"a human life (as that which may lost, taken by another, or saved)",,,117,jin-beng
14246,jîn-bîn,jin5-bin5,jîn-bîn,jin5-bin5,N,,,人民,"the people, the public, (one's) subjects",,,117,jin-bin
14247,jîn-bîn ài-bu̍t,jin5-bin5 ai3-but8,jîn-bîn ài-bu̍t,jin5-bin5 ai3-but8,Sph,,,仁民愛物,love one's subjects and be kind to all creatures (Maxim for the ideal rulers),,,117,jin-bin ai-but
14248,jîn-bōng,jin5-bong7,jîn-bōng,jin5-bong7,N,,,眾望,popularity,,,117,jin-bong
14249,jîn-bu̍t,jin5-but8,jîn-bu̍t,jin5-but8,N,ê,,人物,distinguished person,,,117,jin-but
14250,jîn-bu̍t,jin5-but8,jîn-bu̍t,jin5-but8,N,ê,,人物,member of the east (drama),,,117,jin-but
14251,jîn-châi,jin5-chai5,jîn-tsâi,jin5-tsai5,N,,,人才,"person of ability, talented person",,,117,jin-chai
14252,jîn-chéng,jin5-cheng2,jîn-tsíng,jin5-tsing2,N,,,人種,races of mankind,,,117,jin-cheng
14253,jîn-chêng,jin5-cheng5,jîn-tsîng,jin5-tsing5,N,,,人情,human nature,,,117,jin-cheng
14254,jîn-chêng,jin5-cheng5,jîn-tsîng,jin5-tsing5,N,,,人情,"humanity, sympathy",,,117,jin-cheng
14255,jîn-chêng,jin5-cheng5,jîn-tsîng,jin5-tsing5,N,,,人情,"favor, kindness (which must be reciprocated)",,,117,jin-cheng
14256,jîn-chêng-sè-sū,jin5-cheng5-se3-su7,jîn-tsîng-sè-sū,jin5-tsing5-se3-su7,N,,,人情世故,favors or kindness and their recirpocation,,,117,jin-cheng-se-su
14257,jîn-chióng,jin5-chiong2,jîn-tsióng,jin5-tsiong2,N,,,人種,races of mankind,,,117,jin-chiong
14258,jîn-chō,jin5-cho7,jîn-tsō,jin5-tso7,Nmod,,,人造,"man-made, artificial",,,117,jin-cho
14259,Jîn-chú,Jin5-chu2,Jîn-tsú,Jin5-tsu2,N/Bib,,,人子,The Son of Man,,,117,Jin-chu
14260,jîn-chû,jin5-chu5,jîn-tsû,jin5-tsu5,SV,,,仁慈,"benevolent, gracious, kind",,,117,jin-chu
14261,jîn-chû,jin5-chu5,jîn-tsû,jin5-tsu5,N,,,仁慈,"benevolence, graciousness, kindness",,,117,jin-chu
14262,jîn-chhì-chhang,jin5-chhi3-chhang,jîn-tshì-tshang,jin5-tshi3-tshang,N,châng,,越椒,"ailanthus prickly-ash, Fagara ailanthorides",,,117,jin-chhi-chhang
14263,jîn-gī,jin5-gi7,jîn-gī,jin5-gi7,N,,,仁義,humanity and justice,,,117,jin-gi
14264,jîn-hêng,jin5-heng5,jîn-hîng,jin5-hing5,N,,,人形,human form,,,117,jin-heng
14265,jîn-hêng-hio̍h,jin5-heng5-hioh8,jîn-hîng-hio̍h,jin5-hing5-hioh8,N,châng,,人形葉,"Koch beauty-berry, Callicarpa lourieri",,,117,jin-heng-hioh
14266,jîn-hêng-tō,jin5-heng5-to7,jîn-hîng-tō,jin5-hing5-to7,N,,,人行道,side-walk,,,117,jin-heng-to
14267,jîn-hō͘,jin5-hoo7,jîn-hōo,jin5-hoo7,SV,,,寬厚,kind and generous,,,117,jin-ho
14268,jîn-ian,jin5-ian,jîn-ian,jin5-ian,N,,,人煙,smoke as evidence of human habitation,,,117,jin-ian
14269,jîn-io̍k,jin5-iok8,jîn-io̍k,jin5-iok8,N,,,人慾,human desires or passions,,,117,jin-iok
14270,jîn-jī-chháu,jin5-ji7-chhau2,jîn-jī-tsháu,jin5-ji7-tshau2,N,châng,,人字草,Evolvulus alsinoides,,,117,jin-ji-chhau
14271,jîn-kan,jin5-kan,jîn-kan,jin5-kan,N,,,人間,this world (contrasted with the next world),,,117,jin-kan
14272,jîn-kang,jin5-kang,jîn-kang,jin5-kang,N,,,人工,human labor,,,117,jin-kang
14273,jîn-kang ho͘-khi̍p,jin5-kang hoo-khip8,jîn-kang hoo-khi̍p,jin5-kang hoo-khip8,N,,,人工呼吸,artificial respiration,,,117,jin-kang ho-khip
14274,jîn-ke,jin5-ke,jîn-ke,jin5-ke,Nmod,,,人家,(girl) who stays at home and keeps herself pure (in contrast to cocubines and prostitutes),,,117,jin-ke
14275,jîn-ke,jin5-ke,jîn-ke,jin5-ke,N,,,人家,human habitation or dwelling,,,117,jin-ke
14276,jîn-keh,jin5-keh,jîn-keh,jin5-keh,N,,,人格,"character, personality, individuality",,,117,jin-keh
14277,jîn-kí,jin5-ki2,jîn-kí,jin5-ki2,N,châng,,仁杞,"yellow basket-willow, Engelhardtia roxburghiana",,,117,jin-ki
14278,jîn-kun,jin5-kun,jîn-kun,jin5-kun,N,ê,,人君,"soverign, ruler",,,117,jin-kun
14279,jîn-kûn,jin5-kun5,jîn-kûn,jin5-kun5,N,,,人群,"crowd of people, the masses",,,117,jin-kun
14280,jîn-kháu,jin5-khau2,jîn-kháu,jin5-khau2,N,,,人口,population,,,117,jin-khau
14281,jîn-khì,jin5-khi3,jîn-khì,jin5-khi3,N,,,人緣,"populariy, public favor",,,117,jin-khi
14282,jîn-le̍k,jin5-lek8,jîn-li̍k,jin5-lik8,N,,,人力,"human power, human strength, human effort",,,117,jin-lek
14283,jîn-le̍k-chhia,jin5-lek8-chhia,jîn-li̍k-tshia,jin5-lik8-tshia,N,tâi,,人力車,"jinricksha, rickshaw",,,117,jin-lek-chhia
14284,jîn-lêng,jin5-leng5,jîn-lîng,jin5-ling5,N,,,靈魂,human soul,,,117,jin-leng
14285,jîn-lūi,jin5-lui7,jîn-luī,jin5-lui7,N,,,人類,"man (kind), homo sapiens",,,117,jin-lui
14286,jîn-lūi-ha̍k,jin5-lui7-hak8,jîn-luī-ha̍k,jin5-lui7-hak8,N,,,人類學,anthropology,,,117,jin-lui-hak
14287,jîn-lûn,jin5-lun5,jîn-lûn,jin5-lun5,N,,,人倫,"the five human relationships (ruler-subject, husband-wife, parent-child, sibling, friends)",,,117,jin-lun
14288,jîn-lûn,jin5-lun5,jîn-lûn,jin5-lun5,N,,,人倫,"humanity, morals, human duties",,,117,jin-lun
14289,jîn-má,jin5-ma2,jîn-má,jin5-ma2,N,,,人馬,troops,,,117,jin-ma
14290,jîn-oân,jin5-oan5,jîn-uân,jin5-uan5,N,,,人員,personnel,,,117,jin-oan
14291,jîn-phín,jin5-phin2,jîn-phín,jin5-phin2,N,,,人品,"behaviour, conduct, manner (by which a man is judged by his peers)",,,117,jin-phin
14292,jîn-san jîn-hái,jin5-san jin5-hai2,jîn-san jîn-hái,jin5-san jin5-hai2,Sph,,,人山人海,crowded with people,,,117,jin-san jin-hai
14293,jîn-seng,jin5-seng,jîn-sing,jin5-sing,N,,,人生,human life (usually with reference to the conditions under which it is lived) <jin5-seng ki2-ho5: How short human life is!>,,,117,jin-seng
14294,jîn-sèng,jin5-seng3,jîn-sìng,jin5-sing3,N,,,人性,human nature,,,117,jin-seng
